player,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors
453,FW,Croatia,29-354,1992,1.8,3,3,1,1,1,2,6,33.3,4,2,0,2,0,3,1,0
454,FW,Australia,31-334,1991,3,0,0,0,0,0,0,0,,0,5,0,5,2,2,1,0
455,MF,Tunisia,23-103,1999,0.8,5,4,1,4,0,3,3,100,0,1,0,1,0,5,0,0
456,DF,Tunisia,26-176,1996,1.5,5,3,3,2,0,4,4,100,0,0,0,0,1,6,4,0
457,MF,Saudi Arabia,28-087,1994,3,6,2,5,1,0,1,2,50,1,3,1,2,2,8,7,0
458,DF,Saudi Arabia,30-094,1992,0.7,1,0,1,0,0,0,0,,0,2,0,2,1,2,4,0
459,GK,Saudi Arabia,31-069,1991,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0
460,FW,Qatar,28-363,1993,0.7,2,2,1,1,0,1,1,100,0,0,0,0,0,2,2,0
461,DF,Ghana,23-245,1999,3,2,1,2,0,0,1,1,100,0,5,4,1,3,5,17,0
462,MF,Qatar,23-091,1999,0.3,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0
463,MF,Ecuador,21-046,2001,3,6,5,2,4,0,0,3,0,3,4,0,4,2,8,2,1
464,DF,Tunisia,24-206,1998,3,2,2,1,1,0,0,0,,0,7,1,6,2,4,18,0
465,DF,IR Iran,30-243,1992,3,2,2,0,1,1,1,2,50,1,5,3,2,6,8,10,0
466,FW,Cameroon,28-162,1994,1.1,3,1,2,1,0,1,1,100,0,0,0,0,0,3,0,0
467,GK,Morocco,33-222,1989,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
468,DF,Qatar,29-083,1993,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
469,FW,Korea Republic,26-128,1996,1.3,4,1,0,3,1,1,1,100,0,0,0,0,0,4,2,0
470,DF,Tunisia,27-303,1995,1,2,2,2,0,0,1,1,100,0,4,4,0,1,3,4,0
471,DF,Argentina,24-256,1998,6.3,8,4,6,2,0,4,8,50,4,7,1,6,3,11,11,0
472,MF,Senegal,30-178,1992,3,4,4,3,1,0,2,4,50,2,4,0,4,3,7,3,0
473,FW,Saudi Arabia,23-364,1998,0.1,2,1,2,0,0,0,0,,0,0,0,0,0,2,0,0
474,DF,Netherlands,27-303,1995,5.3,6,3,4,2,0,3,3,100,0,3,2,1,8,14,20,0
475,DF,Australia,23-188,1999,0.9,4,3,3,1,0,4,6,66.7,2,1,1,0,1,5,2,1
476,MF,Saudi Arabia,32-326,1990,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
477,DF,Morocco,26-263,1996,3.9,4,2,4,0,0,2,2,100,0,3,2,1,4,8,12,0
478,MF,Tunisia,30-144,1992,1.3,3,1,0,2,1,0,1,0,1,0,0,0,0,3,1,0
479,DF,Wales,21-249,2001,2.3,5,3,3,0,2,3,4,75,1,5,1,4,4,9,5,0
480,MF,Serbia,31-032,1991,1,2,2,1,0,1,2,2,100,0,2,0,2,2,4,1,1
481,MF,Serbia,27-326,1995,1.4,4,2,0,3,1,2,3,66.7,1,3,0,3,3,7,3,0
482,DF,Serbia,26-306,1996,0.7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
483,MF,Brazil,30-316,1992,3.1,1,0,0,1,0,0,0,,0,2,0,2,1,2,0,0
484,FW,Germany,29-312,1993,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
485,DF,Switzerland,26-079,1996,2,2,0,1,0,1,1,3,33.3,2,5,3,2,1,3,13,0
486,DF,Germany,23-017,1999,1,4,3,2,2,0,3,3,100,0,2,1,1,1,5,1,0
487,FW,Spain,20-159,2002,1.6,4,2,1,2,1,1,1,100,0,2,0,2,0,4,0,0
488,MF,Poland,20-329,2002,0.7,4,0,4,0,0,2,4,50,2,1,0,1,0,4,0,0
489,FW,Senegal,21-181,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
490,DF,Cameroon,32-266,1990,2,2,0,2,0,0,0,2,0,2,2,0,2,5,7,8,1
491,MF,Uruguay,25-200,1997,0.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
492,DF,Argentina,34-309,1988,7.7,10,6,7,3,0,5,7,71.4,2,6,2,4,9,19,24,0
493,DF,Argentina,30-109,1992,4.1,7,7,2,3,2,4,4,100,0,9,1,8,9,16,9,0
494,DF,Germany,27-106,1995,3,5,4,4,1,0,3,3,100,0,1,1,0,0,5,7,0
495,DF,Serbia,25-067,1997,3,10,5,4,5,1,5,6,83.3,1,6,4,2,6,16,10,1
496,FW,Croatia,25-075,1997,2.3,1,1,1,0,0,0,1,0,1,2,0,2,1,2,0,0
497,MF,Netherlands,23-184,1999,0.1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0
498,FW,Switzerland,22-208,2000,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
499,DF,Cameroon,25-178,1997,3,8,5,8,0,0,3,5,60,2,5,2,3,6,14,10,0
500,DF,Morocco,25-034,1997,4.1,14,9,8,4,2,8,11,72.7,3,6,1,5,1,15,16,0
501,DF,Portugal,20-182,2002,0.5,0,0,0,0,0,0,0,,0,1,0,1,2,2,0,0
502,DF,Mexico,31-111,1991,1,1,1,1,0,0,1,1,100,0,0,0,0,3,4,1,0
503,FW,France,36-079,1986,4.7,1,0,0,1,0,0,3,0,3,1,0,1,1,2,5,0
504,MF,Cameroon,26-312,1996,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
505,MF,Mexico,26-269,1996,0.8,4,3,2,1,1,2,3,66.7,1,2,0,2,0,4,0,0
506,MF,Ghana,24-005,1998,0.7,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
507,MF,Portugal,27-312,1995,2.2,7,7,1,5,1,3,5,60,2,0,0,0,1,8,1,0
508,FW,France,25-217,1997,4.8,11,6,5,3,3,6,9,66.7,3,2,0,2,3,14,0,0
509,FW,Spain,30-221,1992,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
510,MF,Korea Republic,25-276,1997,0.3,3,2,1,2,0,2,2,100,0,0,0,0,0,3,0,0
511,DF,Senegal,27-095,1995,1.2,0,0,0,0,0,0,0,,0,2,2,0,2,2,6,0
512,MF,Senegal,23-328,1999,1.7,4,2,0,4,0,2,2,100,0,2,0,2,2,6,2,0
513,MF,Senegal,20-095,2002,0.7,3,2,1,2,0,1,1,100,0,1,0,1,0,3,2,0
514,MF,Argentina,34-306,1988,1.2,2,0,0,1,1,0,1,0,1,1,0,1,1,3,0,0
515,MF,Senegal,28-277,1994,1.6,3,3,1,2,0,0,2,0,2,1,1,0,2,5,4,0
516,DF,Spain,25-336,1997,1,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0
517,FW,Argentina,29-033,1993,0.2,3,1,0,2,1,0,0,,0,0,0,0,0,3,1,0
518,MF,Spain,20-023,2002,4,4,2,2,2,0,1,6,16.7,5,5,0,5,4,8,3,0
519,FW,Brazil,25-181,1997,0.7,2,2,2,0,0,1,1,100,0,0,0,0,1,3,0,0
520,DF,Portugal,39-295,1983,4,5,0,4,1,0,3,4,75,1,6,4,2,6,11,11,0
521,DF,Ecuador,24-331,1998,3,6,3,4,2,0,2,6,33.3,4,4,1,3,3,9,6,0
522,FW,England,22-204,2000,2.9,1,1,0,0,1,0,1,0,1,2,0,2,1,2,0,0
523,DF,Ecuador,20-343,2002,3,7,4,5,2,0,2,3,66.7,1,2,0,2,2,9,9,0
524,MF,Denmark,27-135,1995,3,4,2,2,2,0,3,6,50,3,3,1,2,3,7,6,0
525,MF,Cameroon,27-145,1995,1.5,4,2,3,1,0,0,2,0,2,0,0,0,4,8,4,0
526,MF,Poland,28-212,1994,3.6,7,5,3,3,1,1,4,25,3,1,0,1,1,8,7,0
527,MF,Poland,27-250,1995,2.7,7,4,4,1,2,2,6,33.3,4,1,1,0,3,10,5,0
528,FW,Portugal,23-191,1999,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
529,FW,England,28-010,1994,1.7,1,1,0,1,0,0,2,0,2,1,0,1,1,2,0,0
530,DF,IR Iran,32-272,1990,2,7,5,5,2,0,3,7,42.9,4,1,0,1,3,10,2,0
531,FW,France,24-013,1998,2,7,5,1,3,3,3,3,100,0,1,0,1,1,8,1,0
532,DF,Portugal,28-361,1993,3.1,3,2,2,1,0,1,2,50,1,3,0,3,3,6,2,0
533,DF,France,29-237,1993,5.8,1,0,0,1,0,0,2,0,2,4,3,1,6,7,15,0
534,FW,Brazil,26-004,1996,3.5,8,6,3,2,3,6,8,75,2,3,0,3,3,11,0,0
535,DF,Denmark,25-160,1997,2.5,8,7,5,3,0,4,8,50,4,3,1,2,1,9,7,0
536,FW,Mexico,31-227,1991,0.7,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
537,MF,Switzerland,30-247,1992,3.6,8,5,3,5,0,4,6,66.7,2,3,0,3,3,11,3,1
538,FW,Switzerland,31-045,1991,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
539,FW,Portugal,28-094,1994,1.3,2,1,1,0,1,1,1,100,0,1,1,0,1,3,0,0
540,DF,Switzerland,30-115,1992,4,7,2,5,2,0,2,3,66.7,1,1,0,1,0,7,8,0
541,FW,Brazil,25-222,1997,3.6,2,2,0,1,1,0,0,,0,4,0,4,1,3,4,0
542,DF,Canada,27-345,1995,1.8,3,1,1,2,0,2,2,100,0,2,1,1,0,3,3,0
543,FW,Australia,24-046,1998,2.9,2,1,1,0,1,0,1,0,1,5,0,5,5,7,3,0
544,FW,Japan,24-185,1998,2.4,6,5,1,4,1,1,3,33.3,2,4,1,3,3,9,2,0
545,MF,Saudi Arabia,29-234,1993,0.6,0,0,0,0,0,0,0,,0,1,1,0,2,2,4,0
546,MF,Costa Rica,20-231,2002,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
547,FW,Poland,34-119,1988,4,2,2,0,2,0,0,3,0,3,3,1,2,1,3,8,0
548,DF,Denmark,26-212,1996,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
549,FW,Mexico,24-102,1998,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
550,DF,Spain,26-179,1996,4.3,5,2,3,1,1,2,2,100,0,3,2,1,3,8,9,0
551,MF,Uruguay,25-176,1997,2.4,9,8,4,4,1,3,3,100,0,3,0,3,7,16,5,0
552,MF,Argentina,28-208,1994,6.7,11,6,6,4,1,8,13,61.5,5,8,0,8,7,18,3,0
553,MF,Brazil,21-343,2001,2,4,1,0,1,3,0,4,0,4,6,1,5,2,6,1,0
554,FW,Mexico,31-288,1991,0.1,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
555,DF,Morocco,32-267,1990,5.2,5,2,2,2,1,2,5,40,3,3,1,2,3,8,30,1
556,MF,Ecuador,28-085,1994,0.8,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0
557,FW,Belgium,29-219,1993,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
558,DF,IR Iran,29-147,1993,0.6,0,0,0,0,0,0,0,,0,1,1,0,2,2,3,0
559,FW,Switzerland,24-135,1998,3.2,0,0,0,0,0,0,0,,0,2,0,2,1,1,4,0
560,MF,Wales,20-235,2002,0.1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
561,DF,Qatar,32-134,1990,2.9,6,4,3,2,1,1,2,50,1,2,0,2,8,14,3,0
562,DF,Costa Rica,28-162,1994,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
563,DF,Portugal,25-218,1997,4,4,4,2,2,0,0,1,0,1,2,0,2,3,7,9,0
564,MF,Portugal,25-280,1997,3,2,1,0,0,2,0,6,0,6,3,1,2,3,5,5,0
565,GK,Qatar,32-302,1990,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
566,DF,IR Iran,26-292,1996,1,1,1,0,1,0,0,2,0,2,1,0,1,1,2,3,0
567,MF,IR Iran,26-078,1996,2.4,6,1,1,3,2,2,8,25,6,3,0,3,2,8,4,0
568,FW,Saudi Arabia,29-047,1993,2.5,3,1,0,1,2,0,1,0,1,3,1,2,0,3,2,0
569,MF,Saudi Arabia,31-121,1991,3,5,4,3,2,0,1,2,50,1,1,0,1,1,6,2,0
570,MF,Ghana,22-267,2000,2.8,2,2,0,2,0,0,1,0,1,2,1,1,4,6,8,0
571,MF,Saudi Arabia,33-139,1989,0.5,1,0,0,1,0,0,1,0,1,2,0,2,0,1,0,0
572,DF,Canada,27-336,1995,1.1,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0
573,MF,IR Iran,29-103,1993,0.5,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
574,MF,Saudi Arabia,25-314,1997,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
575,MF,Cameroon,25-005,1997,1.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,3,0
576,FW,IR Iran,27-351,1995,1.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
577,DF,Saudi Arabia,23-153,1999,3,5,2,2,2,1,2,2,100,0,3,0,3,2,7,6,0
578,MF,Serbia,26-127,1996,2.7,2,0,0,2,0,0,2,0,2,2,0,2,1,3,5,1
579,MF,Poland,23-222,1999,1.5,6,3,3,2,1,0,1,0,1,4,1,3,2,8,1,0
580,DF,Uruguay,32-072,1990,2,1,0,0,1,0,0,0,,0,3,1,2,1,2,6,0
581,MF,Morocco,26-033,1996,4.5,13,9,4,6,3,6,11,54.5,5,6,1,5,8,21,3,0
582,FW,Germany,27-157,1995,2.9,5,2,1,2,2,4,5,80,1,2,0,2,2,7,3,0
583,MF,Serbia,27-294,1995,2.6,5,1,2,3,0,3,4,75,1,5,2,3,2,7,5,0
584,MF,Spain,34-155,1988,4,7,4,3,3,1,3,5,60,2,2,0,2,1,8,1,0
585,GK,Uruguay,29-270,1993,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
586,DF,United States,22-045,2000,3.4,4,2,2,1,1,2,3,66.7,1,3,0,3,2,6,7,0
587,DF,United States,26-046,1996,0.2,2,2,1,1,0,2,2,100,0,0,0,0,0,2,3,0
588,DF,Japan,31-156,1991,2.3,1,0,0,1,0,0,0,,0,2,2,0,1,2,10,0
589,GK,Japan,33-290,1989,4.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
590,DF,Switzerland,29-288,1993,2.9,10,6,9,1,0,6,6,100,0,3,0,3,2,12,15,0
591,DF,Denmark,33-267,1989,0.7,0,0,0,0,0,0,0,,0,1,1,0,5,5,2,0
592,FW,Morocco,29-092,1993,5.3,11,5,7,4,0,3,6,50,3,9,0,9,2,13,1,0
593,MF,Morocco,26-119,1996,7.3,16,10,15,1,0,9,14,64.3,5,2,1,1,6,22,10,0
594,FW,Korea Republic,30-163,1992,4,5,2,4,1,0,4,4,100,0,2,0,2,2,7,0,1
595,MF,Korea Republic,30-220,1992,0.8,3,3,0,3,0,2,2,100,0,3,1,2,3,6,0,0
596,MF,Wales,23-118,1999,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
597,DF,Serbia,26-240,1996,0.1,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,1,0
598,DF,Serbia,32-210,1990,0.4,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
599,MF,Canada,25-362,1996,1.4,4,2,2,2,0,1,3,33.3,2,0,0,0,2,6,6,0
600,GK,France,37-265,1985,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
601,MF,Netherlands,30-364,1991,2.2,2,1,1,0,1,1,2,50,1,1,0,1,0,2,0,0
602,FW,Netherlands,25-071,1997,2.4,1,1,1,0,0,0,1,0,1,2,0,2,0,1,0,0
603,DF,Canada,35-341,1987,3,3,3,1,2,0,3,3,100,0,4,2,2,0,3,7,0
604,DF,Serbia,21-208,2001,2.6,7,2,4,3,0,3,6,50,3,6,1,5,1,8,7,0
605,DF,Saudi Arabia,28-226,1994,1.4,0,0,0,0,0,0,1,0,1,3,1,2,2,2,3,0
606,FW,Tunisia,30-346,1992,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
607,MF,Canada,23-313,1999,2.9,1,1,1,0,0,1,5,20,4,3,0,3,3,4,0,0
608,FW,Japan,21-197,2001,1,1,1,0,1,0,0,0,,0,3,0,3,0,1,0,0
609,DF,Japan,24-043,1998,2.1,0,0,0,0,0,0,0,,0,2,2,0,0,0,7,1
610,FW,Japan,28-038,1994,1.8,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
611,FW,Japan,27-336,1995,0.7,2,1,1,1,0,2,2,100,0,0,0,0,0,2,1,0
612,DF,Qatar,25-013,1997,0.1,1,0,1,0,0,0,0,,0,0,0,0,1,2,0,0
613,DF,Ghana,22-079,2000,1.1,3,1,3,0,0,3,4,75,1,1,1,0,1,4,4,0
614,MF,Netherlands,24-293,1998,2.4,10,5,2,8,0,5,8,62.5,3,2,1,1,4,14,4,0
615,DF,France,25-073,1997,5.6,16,13,11,5,0,10,15,66.7,5,5,2,3,4,20,8,1
616,MF,Argentina,21-236,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
617,DF,Brazil,38-087,1984,4.3,3,1,0,2,1,0,0,,0,3,1,2,5,8,6,0
618,GK,Belgium,30-221,1992,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
619,DF,Germany,26-088,1996,0.8,6,2,4,1,1,3,3,100,0,1,0,1,3,9,2,0
620,MF,Denmark,31-106,1991,0.5,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0
621,DF,Belgium,31-097,1991,2.3,6,6,3,3,0,4,5,80,1,1,0,1,2,8,5,0
622,FW,Germany,33-096,1989,2.2,2,2,0,1,1,1,2,50,1,4,0,4,1,3,0,0
623,MF,Ghana,29-188,1993,3,9,5,8,1,0,4,4,100,0,8,2,6,0,9,8,0
624,FW,Belgium,29-264,1993,1.2,3,2,2,0,1,0,2,0,2,4,0,4,0,3,0,0
625,DF,United States,35-074,1987,4,4,3,1,3,0,3,3,100,0,2,1,1,4,8,12,0
626,DF,Belgium,27-013,1995,3,7,4,6,1,0,4,6,66.7,2,1,0,1,2,9,4,0
627,FW,United States,22-299,2000,3.5,0,0,0,0,0,0,1,0,1,5,0,5,0,0,0,0
628,DF,Belgium,33-291,1989,3,4,2,4,0,0,2,5,40,3,3,1,2,0,4,19,0
629,DF,England,24-072,1998,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
630,MF,United States,23-307,1999,4,11,9,7,4,0,3,7,42.9,4,6,0,6,4,15,6,0
631,GK,Spain,25-190,1997,4.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,3
632,FW,Mexico,25-119,1997,0.9,4,3,1,2,1,2,2,100,0,1,0,1,0,4,0,0
633,GK,Serbia,25-301,1997,3,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
634,DF,Denmark,24-065,1998,1,0,0,0,0,0,0,1,0,1,2,1,1,2,2,1,0
635,FW,Cameroon,30-330,1992,1.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
636,FW,Netherlands,28-186,1994,1,2,0,0,1,1,0,1,0,1,2,0,2,0,2,1,0
637,FW,Brazil,22-159,2000,3.3,3,1,1,1,1,0,2,0,2,5,1,4,0,3,0,0
638,DF,Netherlands,31-163,1991,5.3,2,1,0,2,0,1,2,50,1,8,7,1,4,6,21,0
639,MF,Portugal,22-308,2000,1.3,3,2,1,1,1,2,4,50,2,0,0,0,1,4,1,0
640,FW,Tunisia,31-313,1991,0.9,2,0,1,1,0,1,1,100,0,0,0,0,0,2,0,0
641,DF,Tunisia,27-043,1995,1.2,3,3,3,0,0,1,1,100,0,3,1,2,0,3,4,0
642,FW,Morocco,24-330,1998,0.7,1,0,0,1,0,0,0,,0,0,0,0,0,1,2,0
643,DF,United States,29-213,1993,3.1,3,2,3,0,0,3,4,75,1,4,3,1,4,7,15,0
644,MF,Japan,29-312,1993,3.4,8,4,4,4,0,3,5,60,2,8,3,5,3,11,6,0
645,GK,Wales,35-328,1987,1.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
646,MF,United States,24-112,1998,3,2,1,1,0,1,1,4,25,3,4,0,4,0,2,5,0
647,MF,Portugal,30-255,1992,2.4,6,5,4,2,0,1,2,50,1,2,0,2,0,6,3,0
648,DF,France,21-269,2001,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
649,GK,Poland,32-244,1990,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
650,FW,Netherlands,30-133,1992,0.7,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
651,GK,Brazil,35-005,1987,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
652,FW,Netherlands,19-241,2003,0.1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
653,FW,Switzerland,31-069,1991,2.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
654,DF,Morocco,27-291,1995,3.5,4,2,3,1,0,3,7,42.9,4,4,0,4,0,4,15,0
655,MF,Morocco,31-183,1991,0.2,,0,,,,,,,,,,,0,,,
656,GK,Switzerland,34-001,1988,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
657,FW,Belgium,29-105,1993,1.3,5,4,4,0,1,5,7,71.4,2,2,0,2,1,6,4,0
658,DF,Saudi Arabia,30-207,1992,1,3,1,0,3,0,1,1,100,0,0,0,0,6,9,6,0
659,GK,Morocco,31-257,1991,6.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0
660,DF,Tunisia,29-169,1993,3,4,2,3,0,1,3,8,37.5,5,5,0,5,1,5,20,0
661,MF,Costa Rica,30-276,1992,3,4,2,3,1,0,1,6,16.7,5,7,5,2,1,5,7,0
662,MF,Belgium,25-225,1997,1.1,3,1,1,2,0,1,1,100,0,4,1,3,2,5,0,0
663,FW,Morocco,25-200,1997,6,3,2,2,1,0,0,2,0,2,5,0,5,1,4,11,0
664,MF,Tunisia,32-051,1990,1.9,3,1,1,2,0,0,1,0,1,2,1,1,0,3,1,0
665,MF,France,23-342,1999,2.5,8,5,3,4,1,1,4,25,3,6,1,5,3,11,0,0
666,DF,Senegal,29-288,1993,4,6,6,4,1,1,3,5,60,2,1,0,1,4,10,9,0
667,FW,Germany,18-028,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
668,DF,Costa Rica,26-184,1996,0.5,5,1,4,1,0,3,7,42.9,4,3,1,2,0,5,1,0
669,FW,Japan,25-296,1997,0.9,2,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0
670,MF,United States,20-019,2002,3.8,8,6,4,4,0,1,3,33.3,2,7,0,7,2,10,1,0
671,MF,Japan,36-097,1986,2.3,4,2,1,2,1,1,1,100,0,2,0,2,0,4,3,0
672,FW,Morocco,22-303,2000,0.9,1,1,0,1,0,0,1,0,1,2,0,2,1,2,1,0
673,FW,Spain,30-056,1992,2.1,1,1,1,0,0,1,2,50,1,2,1,1,0,1,2,0
674,MF,Costa Rica,20-284,2002,0.3,2,0,0,1,1,1,1,100,0,0,0,0,1,3,0,0
675,MF,Argentina,27-284,1995,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0
676,MF,Argentina,34-307,1988,3.2,3,1,2,0,1,1,3,33.3,2,3,0,3,1,4,0,0
677,DF,Ecuador,24-303,1998,2.9,7,5,3,3,1,2,4,50,2,2,0,2,6,13,4,0
678,DF,Brazil,24-334,1998,3.9,7,6,4,1,2,3,4,75,1,1,0,1,3,10,5,0
679,DF,Costa Rica,33-198,1989,3,4,2,4,0,0,2,2,100,0,3,1,2,6,10,15,0
680,MF,Germany,32-055,1990,2.1,3,1,1,2,0,0,1,0,1,2,0,2,1,4,1,0